,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
403,403,Ciril Jazbec,Slovenia,"Ciril Jazbec (1987) is a Slovenian freelance documentary photographer.

His work focuses on communities that are confronted by the effects of globalization and the climate crisis. In his long-term projects, he aims to raise awareness about the deterioration of our planet and the increasing impact of the climate crisis. He has seen the rising sea levels in Kiribati, the erosion and melting of permafrost in Alaska, and has spent over seven months in Greenland documenting climate effects on the Inuits.

Jazbec studied Management at the Faculty of Economics in Ljubljana before moving to London to study photography. He gained an MA in Photojournalism and Documentary Photography at the London College of Communication in 2011.

His awards include the Leica Oskar Barnack Newcomer Award in 2013, Photo Folio Review Les Rencontres d’Arles winner in 2013, Magnum 30 under 30 in 2015, PDN’30 New and emerging photographers to watch in 2016, and Pictures of the Year International World Understanding Award in 2018.

Jazbec’s work has been featured in National Geographic, The New York Times, GEO, Der Spiegel, Neu Zürcher Zeitung, Marie Claire Italy, Leica Fotografie International, Wired UK, and The British Journal of Photography.

His works have been exhibited and presented in various venues including Les Rencontres d'Arles, Visa pour l'Image, The Photoville, PhEST, Format Festival, The Annenberg Space for Photography, Newseum, East Wing Gallery, and The Royal Geographical Society.

Jazbec has been working as a contributing photographer for National Geographic Magazine since 2014.

World Press Photo Involvement:
Award-winning photographer 2021 Photo Contest

Ciril Jazbec on Social Media:
Instagram: @ciriljazbec
Twitter: @CirilJazbec Image credit: Primoz Lukezic","{'The Annenberg Space for Photography', 'Der Spiegel', 'Primoz Lukezic', 'Marie Claire Italy', 'Jazbec', 'Oskar Barnack Newcomer Award', 'Ciril Jazbec'}",7,"{'Photo Folio Review Les Rencontres', 'Photoville', 'PhEST', 'Format Festival', 'World Press Photo Involvement', 'The New York Times', 'the Faculty of Economics', 'the London College of Communication', 'The British Journal of Photography', 'GEO', '@ciriljazbec', 'National Geographic', 'The Royal Geographical Society', 'Leica Fotografie International', 'National Geographic\xa0Magazine', 'MA', 'Social Media', '@CirilJazbec Image', 'Visa'}",19,"{'Kiribati', 'Alaska', 'Neu Zürcher Zeitung', 'London', 'Greenland', 'Ljubljana'}",6
404,404,Clare Vander Meersch,Canada,"Clare Vander Meersch is director of photography of Report on Business magazine, and has been photo editor on the Visuals team of The Globe and Mail for over 20 years. Her craft for assigning has been recognized by numerous awards for covers, features, portraits and photojournalism work at Canada’s NMA’s, NNA's, SPD's, ADDC and DPA's. 

In 2004, Clare became a founding member of the Magenta Foundation and continues to serve on the board. She pioneered a global interest in understanding emerging photography trends through annual book publishing ventures, touring exhibitions, festivals, and website Flash Forward, which served as a valuable platform to amplify the voices of emerging photographers worldwide in the annual juried competition. An early trend identifier, she makes best use of her ability to spot talent and develop it for a global audience. Many young photographers have received their first assignment under her direction. 

An important component of her expertise has been given to judging and reviewing. She has juried at Hyères, Perpignan, Houston, Palm Springs Photo, Zoom Quebec and Angkor Photo. She has also curated a number of exhibitions working with members of the original Boreal Collective, launched an all women’s Canadian photo collective SOFIA, and curated the first cohort of graduates from Sheridan’s new college degree program.


World Press Photo Involvement:
2022 World Press Photo Contest North and Central America jury chair

Clare Vander Meersch on Social Media: 
Instagram: @photo_editor_clare
Twitter: @cvandermeersch Portrait credit: Luis Mora","{'Angkor Photo', 'Clare Vander Meersch', 'Luis Mora', 'Flash Forward', 'Clare'}",5,"{'Report on Business magazine', 'Social Media', 'Clare Vander Meersch', 'Boreal Collective', 'NNA', 'World Press Photo Involvement', 'the Magenta Foundation', '@cvandermeersch Portrait', 'Visuals', 'The Globe and Mail', 'NMA', 'DPA', 'Zoom Quebec', 'Sheridan’s', 'SOFIA', 'Palm Springs Photo'}",16,"{'SPD', 'Houston', 'Canada', 'Perpignan'}",4
405,405,Claudi Guillén,Spain,"He was director for the first meeting of Latin American Photographic Collectives in Sao Paulo and is also director of E·CO (Encounter of Photo Collectives), which is supported by the Ministry of Culture of Spain. Carreras Guillén was the exhibition curator for the past four editions of Paraty em Foco Festival (Rio de Janeiro, Brazil); curator for the Latin America edition of the biennial Photoquai in 2013 AND 2015 at the Musée du Quai Branly (Paris); and curator and editor for LatinUs Photo Latino USA. He is a co-founding director of Editora Madalena in São Paulo and is currently director of public art for the Cultural Secretary of Quito, and FLUZ project, Ecuador.","{'Rio de Janeiro', 'Editora Madalena', 'Photoquai', 'Carreras Guillén'}",4,"{'Paraty em Foco Festival', 'the Ministry of Culture of Spain', 'LatinUs Photo Latino USA'}",3,"{'Sao Paulo', 'Brazil', 'São Paulo', 'Paris', 'Quito', 'Ecuador'}",6
406,406,Claudia Hinterseer,The Netherlands/Hong Kong,"Claudia Hinterseer is Senior Video Producer. She is a facilitator in the international field of visual journalism. Based in Hong Kong, Hinterseer supervises a small team of video producers at the South China Morning Post, the city’s oldest and most prominent English-language newspaper. She also produces her own, more personal visual stories. Before relocating to Asia, she launched NOOR, the international documentary photo agency and foundation. Prior to NOOR, she worked in journalism education at the World Press Photo foundation. Hinterseer regularly takes on educational and multimedia projects and has an academic background in Visual Anthropology.",{'Claudia Hinterseer'},1,"{'the World Press Photo', 'NOOR'}",2,{'Hong Kong'},1
407,407,Claudine Boeglin,none,"Claudine has worked as a visual journalist for the last two decades. She was managing editor of Colors Magazine at Fabrica.it and managed the editorial team and conceived the first multimedia prototypes at Lemonde.fr. She served as creative director of Magnum Photos New York, where she co-founded the digital multimedia platform Magnum In Motion. She was multimedia director of Thomson Reuters Foundation and Trust Women Conference. She also taught Interactive Storytelling and Documentary Practice at London South Bank University. Standing at the frontiers of non-linear visual storytelling paired with ‘live anthro-pop’ research, Claudine is producer and founder at Dandy Vagabonds, an independent creative consultant, collaborating with organisations such as girleffect.org and the London-based start up research agency Revealing Reality. In 2018, she will conduct experiences, rejoining Mark Lubell, director of icp.org.","{'Mark Lubell', 'Revealing Reality'}",2,"{'Thomson Reuters Foundation', 'Magnum Photos New York', 'London South Bank University', 'Dandy Vagabonds', 'Interactive Storytelling and Documentary Practice', 'Colors Magazine', 'girleffect.org'}",7,"{'Claudine', 'London'}",2
408,408,Claudine Doury,France,,set(),0,set(),0,set(),0
409,409,Claudio Herdener,Argentina,,set(),0,set(),0,set(),0
410,410,Claus Bienfait,Germany,,set(),0,set(),0,set(),0
411,411,Claus Bjørn Larsen,Denmark,,set(),0,set(),0,set(),0
412,412,Clem Murray,USA,,set(),0,set(),0,set(),0
413,413,Clive Limpkin,United Kingdom,,set(),0,set(),0,set(),0
414,414,Co Rentmeester,The Netherlands,,set(),0,set(),0,set(),0
415,415,Cobus Bodenstein,South Africa,,set(),0,set(),0,set(),0
416,416,Colin Fletcher,United Kingdom,,set(),0,set(),0,set(),0
417,417,Colman Doyle,Ireland,,set(),0,set(),0,set(),0
418,418,Cor Mulder,The Netherlands,,set(),0,set(),0,set(),0
419,419,Corentin Fohlen,France,"After studying illustration and comics in Belgium, he discovered photography. Two years later, he began to work for the agency Wostok Press, covering the political and social news in Paris. After working with the agencies Gamma and Abaca Press, he began as a freelancer for Fedephoto, which gave him the freedom to cover both his own interests and major international events like elections in Afghanistan, the earthquake in Haiti, the Red Shirt uprising in Bangkok, the Kosovo independence, conflict in North Kivu, Southern Sudan independence, Arab Spring in Egypt and Libya, the first free elections in Tunisia and Egypt, and the famine in the Horn of Africa. Fohlen has worked with Stern, The New York Times, Le Monde, Paris Match, Le Figaro, France Soir, Libération, l'Express, Marianne and La Vie, among many others. Since 2012, Corentin has launched into a long-term work in Haiti trying to show another image of the country, far from the clichés often associated with the island, with a reflection on the consequences of international domination.","{'Corentin', 'La Vie', 'Paris Match'}",3,"{'Wostok Press', 'Le Monde', 'Fedephoto', ""l'Express"", 'The New York Times', 'Le Figaro', 'Red Shirt', 'France Soir', 'Marianne'}",9,"{'Belgium', 'Egypt', 'Bangkok', 'Tunisia', 'Afghanistan', 'Paris', 'Kosovo', 'Stern', 'North Kivu', 'Libya', 'Haiti'}",11
420,420,Corey Arnold,USA,"Through his trade as a captain of a commercial salmon fishing operation in Bristol Bay, he has continuously explored life at sea and the communities sustained by the fishing industry in remote outposts of Alaska since 2002. His photographic work traverses the relationship between man and nature as he documents the visceral experience of commercial fishing, urban wildlife and environmental issues worldwide. Arnold’s photographs have been widely exhibited internationally including the Portland Art Museum and Annenberg Space for Photography and published in Harpers, The New York Times, Rolling Stone, Time, Outside, and National Geographic among others. He is represented by Charles A. Hartman Fine Art in Portland and Richard Heller Gallery in Santa Monica. His monograph, Fish-Work: The Bering Sea (Nazraeli Press, 2011) chronicles the seven years he spent working as a crab fisherman in the Bering Sea. Awards include honors from World Press Photo, LEAD Academy, New York Press Club and first prize at Pictures of the Year International for his 2016 National Geographic cover story: Unplugging the Selfie Generation.","{'Annenberg Space for Photography', 'Charles A. Hartman Fine Art', 'Richard Heller Gallery'}",3,"{'National Geographic', 'the Portland Art Museum', 'New York Press Club', 'World Press Photo', 'Time', 'LEAD Academy', 'The New York Times', 'Bristol Bay', 'Rolling Stone'}",9,"{'Alaska', 'Santa Monica', 'Portland', 'Harpers'}",4
