,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
798,798,Gerd Ludwig,Germany,,set(),0,set(),0,set(),0
799,799,Gerhard P. Seinig,Germany,,set(),0,set(),0,set(),0
800,800,Gerlo Beernink,The Netherlands,,set(),0,set(),0,set(),0
801,801,Gerry Flahive,Canada,"Gerry Flahive is a senior producer for the National Film Board of Canada. In a career spanning more than 30 years, Gerry Flahive has produced more than 75 documentary films and interactive projects on a wide range of subjects, including health care, cultural diversity, urbanism, history, communications, diplomacy, globalization and racism. Flahive has been at the forefront of the NFB’s innovative work in digital media, producing the groundbreaking multi-platform Filmmaker-in-Residence project at St. Michael’s Hospital, winner of the NFB’s first Webby Award in 2008. His recent projects include Paris 1919 (2009), Waterlife (2009), I Was a Child of Holocaust Survivors (2010), Surviving Progress (2011) and The End of Time (2012). Flahive is a frequent contributor to the Globe and Mail and has been published in Time, The New York Times, The International Herald Tribune, the Toronto Star and the Los Angeles Times.","{'Webby Award', 'Gerry Flahive', 'Surviving Progress'}",3,"{'Time', 'the Los Angeles Times', 'the National Film Board of Canada', 'the Toronto Star', 'The International Herald Tribune', 'the Globe and Mail', 'NFB', 'The New York Times'}",8,"{'Paris', 'Waterlife'}",2
802,802,Ghaith Abdul-Ahad,Iraq,"Ghaith Abdul-Ahad was working as an architect in Baghdad during the American invasion of Iraq in 2003. He took a small camera, lent to him by a friend, and began taking photos in the streets to document the destruction and looting taking place in his city. Two weeks later, he found himself watching the toppling of Saddam Hussein’s statue. Abdulahad’s first job in journalism came the next day when, as Baghdad went through the turmoil of regime change, he met a journalist from The Guardian newspaper and started working as a fixer. After a year working as a news assistant and stringer for The New York Times Baghdad bureau and Reuters, Abdulahad joined Getty Images as a stringer and traveled through insurgent-held areas, taking pictures and writing dispatches for The Guardian. In 2006, he moved to Beirut but continued to travel regularly into Iraq, documenting the insurgency and the civil war, and also documenting other conflicts in the region, such as in Afghanistan, Lebanon, Yemen, and Somalia. In 2007, he was a participant in World Press Photo’s Joop Swart Masterclass. Abdul-Ahad currently lives in Istanbul and focuses on the continuing struggle to define a post-dictatorship era in the region. He has won a range of awards for his photojournalism.","{'Joop Swart Masterclass', 'Saddam Hussein’s', 'Abdul-Ahad', 'Ghaith Abdul-Ahad'}",4,"{'World Press Photo’s', 'Guardian', 'The New York Times', 'Reuters'}",4,"{'Baghdad', 'Afghanistan', 'Iraq', 'Beirut', 'Somalia', 'Istanbul', 'Lebanon', 'Yemen'}",8
803,803,Gianfranco Gorgoni,Italy,,set(),0,set(),0,set(),0
804,804,Gianfranco Moroldo,Italy,,set(),0,set(),0,set(),0
805,805,Gianfranco Tripodo,Italy,"Gianfranco Tripodo is a freelance documentary photographer based in Madrid, Spain. His work is represented by Contrasto. He was born in 1981 in Manila, the Philippines, and grew up in Naples. He has a degree in media science and semiotics from Bologna University. After graduation, he spent a brief period in Milan and then moved to Spain, where he has lived since 2005. He has been a member of Cesura, a Milan-based Italian photography collective, whose art director is Alex Majoli, Magnum Photos. Between 2009 and 2011, Tripodo took part in Reflexions Masterclass, an international seminar for contemporary photography, which has hosted some of the finest young authors from the world over. The seminar is conducted by Giorgia Fiorio and Gabriel Bauret. Tripodo has worked on assignment for the most prestigious magazines and newspaper in the world such as The New York Times, FT Weekend Magazine, El País Semanal, Monocle, Der Spiegel, M, l’Espresso, Rolling Stone, IL, and Colors, among others. He has also worked for commercial clients such as Red Bull, Red Bull Music Academy, Sony Music, McCann, Samsung, Madrid City Council, Carhartt, Moupia Hats and Saucony.","{'Saucony', 'Gabriel Bauret', 'Alex Majoli', 'Der Spiegel'}",4,"{'Tripodo', 'Moupia Hats', 'Giorgia Fiorio', 'Bologna University', 'Carhartt', 'Monocle', 'Rolling Stone', 'Red Bull', 'Contrasto', 'Weekend Magazine', 'Madrid City Council', 'McCann', 'The New York Times', 'Red Bull Music Academy', 'Reflexions Masterclass', 'Gianfranco Tripodo', 'Sony Music', 'Samsung', 'Magnum Photos', 'IL'}",20,"{'Manila', 'Cesura', 'Spain', 'Milan', 'Madrid', 'Philippines', 'Naples', 'El País Semanal'}",8
806,806,Gianluca Panella,Italy,"Gianluca Panella is an independent italian photojournalist focused on social reportage, current affairs, and portraits. He has traveled to the Balkans, Egypt, Haiti, Lebanon, Morocco, Sudan, the United States, Europe, Israel and the Palestinian Territories. His photography has been featured in a variety of Italian and international publications. Following a background in political science, he began as a self-taught photographer. He studied photojournalism with Leonardo Brogioni in Milan before starting his career with local daily newspapers. In this same period, he met Romano Cagnoni who instilled in him the idea of photojournalism as a deep responsibility. From 2007 to 2011, Panella collaborated with the Massimo Sestini News Pictures agency, producing work for the mainstream Italian press. Panella ended his collaboration with Sestini’s agency in order to dedicate himself to personal projects, among them “Tanit Project,” a documentary work on the Mediterranean Sea that retraces the routes of ancient Phoenicians. He is now collaborating with the Italian agency Parallelo Zero. Among his works, “First Day” and “Parkour Strip,” won honorable mentions at the 2013 International Photography Awards, “Gjakmarrje” earned him two honorable mentions at the 2012 International Photo Awards, and “The Concordia Show” was awarded an honorable mention at the 2012 International Photo Awards and the Foto8 Summershow. He was a finalist for the Leica Award 2013 and the Leica Talent 2012. His exhibitions have included “Caliber 3” at the 2013 Festival of Ethical Photography and The “Concordia Show” at the “A World Elsewhere” with the Royal Shakespeare Company. He is a member of Italy’s National Order of Journalists since 2004.","{'Gianluca Panella', 'Leonardo Brogioni', 'Panella', 'Romano Cagnoni', 'Parallelo'}",5,"{'The “Concordia Show', 'the Royal Shakespeare Company', 'Sestini', 'the “A World Elsewhere', 'the Leica Talent 2012', 'the Massimo Sestini News Pictures', 'Italy’s National Order of Journalists'}",7,"{'Egypt', 'Israel', 'Haiti', 'Morocco', 'the United States', 'Milan', 'the Palestinian Territories', 'Lebanon', 'Sudan'}",9
807,807,Gianni Giansanti,Italy,,set(),0,set(),0,set(),0
808,808,Gias Carobia,Italy,,set(),0,set(),0,set(),0
809,809,Gideon Mendel,South Africa,"Born in Johannesburg in 1959, he studied psychology and African history at the University of Cape Town. Following his studies he became a freelance photographer, photographing change and conflict in South Africa in the lead-up to Nelson Mandela's release from prison. In 1990 he moved to London, from where his focus as a photographer has been on documenting social issues globally and, in particular, in Africa. He first began photographing the topic of AIDS in Africa in 1993 and in the past sixteen years his work on this issue has been widely recognized. His style of photojournalism, whether in black and white or in color, has earned him international acclaim. He has won six World Press Photo Awards, first prize in the American Pictures of the Year competition, a POY Canon Photo Essayist Award, the Eugene Smith Award for Humanistic Photography and the Amnesty International Media Award for Photojournalism. He has worked for many of the world's leading magazines, such as National Geographic, Fortune magazine, Condé Naste Traveller, Geo, The Sunday Times Magazine, The Guardian Weekend magazine, L'Express and Stern magazine. His first monograph, A Broken Landscape: HIV & AIDS in Africa, was published in 2001. Since then he has produced a number of pioneering photographic projects working with charities and campaigning organizations, such as The Global Fund, MSF, Treatment Action Campaign, The International HIV/AIDS Alliance, Action Aid, The Terrene Higgins Trust, Shelter, Leonard Cheshire Disability, UNICEF and Concern International. In his current practice he has been working on a variety of new advocacy projects often involving a mix of photography and video. He has started a new body of work on the impact of climate change on the world's poorest people and has also begun a major new engagement with the practice of collaborative photography in two different projects: He is the co-director of the Through Positive Eyes global project that involves working with groups of HIV positive people who use cameras to document their own lives with the goal of challenging stigma and the 3EyesOn project which is dedicated to finding innovative ways of working with young children, often from poor communities in the UK, to photograph their own lives.","{'Condé Naste Traveller', ""Nelson Mandela's"", 'Stern', 'Leonard Cheshire Disability', 'the Eugene Smith Award for Humanistic Photography'}",5,"{'The Sunday Times Magazine', 'World Press Photo Awards', 'Fortune', ""L'Express"", 'The Guardian Weekend', 'POY', 'The Global Fund', 'Treatment Action Campaign', 'the University of Cape Town', 'The Terrene Higgins Trust', 'Shelter', 'Concern International', 'National Geographic', 'the Through Positive Eyes', 'the Amnesty International Media Award for Photojournalism', 'the American Pictures of the Year'}",16,"{'London', 'UK', 'Johannesburg', 'South Africa'}",4
810,810,Gihan Tubbeh,Peru,"In 2009, she was one of twelve photographers selected for the Joop Swart Masterclass. In 2010, Tubbeh was awarded first prize in the Daily Life, stories category of the World Press Photo Photo Contest. That same year, she was selected to join the Reflexions Masterclass, directed by Giorgia Fiorio, in different locations around Europe, for three years. In 2011, she was chosen as Photographer of the Year of the Pictures of the Year International (POYI). Her work has been exhibited in France, Spain, China, Peru, Brazil, Germany, Italy, The Netherlands, Greece, Ireland, U.S., Guatemala, among others. She has participated in numerous international festivals of photography, including Angkor Festival of Photography, Les Recontres d’Arles, Noorderlicht Photofestival, Obscura Festival of Photography, Paraty em Foco, Dali International Photography Festival, Foro Latinoamericano de Fotografía de Sao Paulo, PhotoIreland, and Monat der Photographie. Tubbeh has led workshops for local and international photographers and editors in Brazil, Argentina, Chile and Colombia. Gihan´s photographic work focuses on universal human feelings, on inherited and deep-rooted instincts, and on finding beauty where apparently there is none. In her projects, opposites bond and coexist: tenderness and violence, vulnerability and power, beauty and horror, the romantic with the wild. Gihan´s work blends both documentary and the imaginary, alternating reality with fiction and the autobiographical. The idea of survival is a persistent statement throughout her projects.","{'Foro Latinoamericano de Fotografía de Sao Paulo', 'Angkor Festival', 'Tubbeh', 'Photographie'}",4,"{'the World Press Photo Photo Contest', 'PhotoIreland', 'Giorgia Fiorio', 'the Daily Life', 'Obscura Festival of Photography', 'Noorderlicht Photofestival', 'the Reflexions Masterclass', 'Monat'}",8,"{'Germany', 'Ireland', 'Greece', 'Colombia', 'Chile', 'Spain', 'U.S.', 'Guatemala', 'France', 'Brazil', 'Tubbeh', 'China', 'Argentina', 'Peru', 'The Netherlands', 'Italy'}",16
